country_region_code,country_region,sub_region_1,sub_region_2,metro_area,iso_3166_2_code,census_fips_code,date,retail_and_recreation_percent_change_from_baseline,grocery_and_pharmacy_percent_change_from_baseline,parks_percent_change_from_baseline,transit_stations_percent_change_from_baseline,workplaces_percent_change_from_baseline,residential_percent_change_from_baseline
MX,Mexico,Puebla,,,MX-PUE,,01/03/2020,6,9,6,5,4,-1
MX,Mexico,Puebla,,,MX-PUE,,02/03/2020,1,6,0,3,5,-1
MX,Mexico,Puebla,,,MX-PUE,,03/03/2020,-2,4,0,0,4,0
MX,Mexico,Puebla,,,MX-PUE,,04/03/2020,1,4,0,2,4,-1
MX,Mexico,Puebla,,,MX-PUE,,05/03/2020,1,5,8,3,1,0
MX,Mexico,Puebla,,,MX-PUE,,06/03/2020,-1,1,-5,3,7,-1
MX,Mexico,Puebla,,,MX-PUE,,07/03/2020,-1,3,-2,3,6,0
MX,Mexico,Puebla,,,MX-PUE,,08/03/2020,3,5,2,1,4,0
MX,Mexico,Puebla,,,MX-PUE,,09/03/2020,-12,-5,-12,-11,-23,8
MX,Mexico,Puebla,,,MX-PUE,,10/03/2020,-3,3,-1,3,5,-1
MX,Mexico,Puebla,,,MX-PUE,,11/03/2020,-2,2,-1,1,6,-1
MX,Mexico,Puebla,,,MX-PUE,,12/03/2020,0,4,0,5,7,-1
MX,Mexico,Puebla,,,MX-PUE,,13/03/2020,1,6,-1,6,-4,1
MX,Mexico,Puebla,,,MX-PUE,,14/03/2020,2,11,4,9,4,-1
MX,Mexico,Puebla,,,MX-PUE,,15/03/2020,0,5,3,-4,1,0
MX,Mexico,Puebla,,,MX-PUE,,16/03/2020,-8,7,-8,-7,-53,12
MX,Mexico,Puebla,,,MX-PUE,,17/03/2020,-7,7,-5,3,-4,1
MX,Mexico,Puebla,,,MX-PUE,,18/03/2020,-10,5,-6,-6,-8,4
MX,Mexico,Puebla,,,MX-PUE,,19/03/2020,-14,5,-9,-10,-12,5
MX,Mexico,Puebla,,,MX-PUE,,20/03/2020,-23,-2,-18,-16,-12,7
MX,Mexico,Puebla,,,MX-PUE,,21/03/2020,-26,-1,-22,-17,-4,7
MX,Mexico,Puebla,,,MX-PUE,,22/03/2020,-33,-10,-29,-23,-6,7
MX,Mexico,Puebla,,,MX-PUE,,23/03/2020,-28,-12,-25,-26,-30,11
MX,Mexico,Puebla,,,MX-PUE,,24/03/2020,-34,-15,-25,-29,-37,13
MX,Mexico,Puebla,,,MX-PUE,,25/03/2020,-35,-16,-29,-33,-38,14
MX,Mexico,Puebla,,,MX-PUE,,26/03/2020,-37,-16,-31,-34,-39,16
MX,Mexico,Puebla,,,MX-PUE,,27/03/2020,-38,-16,-32,-37,-36,16
MX,Mexico,Puebla,,,MX-PUE,,28/03/2020,-38,-11,-32,-31,-15,11
MX,Mexico,Puebla,,,MX-PUE,,29/03/2020,-44,-18,-41,-37,-17,11
MX,Mexico,Puebla,,,MX-PUE,,30/03/2020,-34,-16,-32,-36,-42,15
MX,Mexico,Puebla,,,MX-PUE,,31/03/2020,-36,-16,-30,-36,-44,16
MX,Mexico,Puebla,,,MX-PUE,,01/04/2020,-36,-14,-31,-37,-46,17
MX,Mexico,Puebla,,,MX-PUE,,02/04/2020,-47,-13,-36,-38,-47,19
MX,Mexico,Puebla,,,MX-PUE,,03/04/2020,-57,-10,-37,-39,-45,20
MX,Mexico,Puebla,,,MX-PUE,,04/04/2020,-56,-6,-38,-33,-24,14
MX,Mexico,Puebla,,,MX-PUE,,05/04/2020,-62,-14,-45,-39,-24,12
MX,Mexico,Puebla,,,MX-PUE,,06/04/2020,-52,-11,-32,-38,-50,18
MX,Mexico,Puebla,,,MX-PUE,,07/04/2020,-51,-13,-31,-38,-52,18
MX,Mexico,Puebla,,,MX-PUE,,08/04/2020,-50,-11,-31,-36,-53,18
MX,Mexico,Puebla,,,MX-PUE,,09/04/2020,-55,-10,-35,-39,-61,21
MX,Mexico,Puebla,,,MX-PUE,,10/04/2020,-70,-27,-46,-57,-72,28
MX,Mexico,Puebla,,,MX-PUE,,11/04/2020,-65,-22,-44,-49,-47,18
MX,Mexico,Puebla,,,MX-PUE,,12/04/2020,-64,-26,-50,-45,-28,13
MX,Mexico,Puebla,,,MX-PUE,,13/04/2020,-51,-17,-36,-41,-50,19
MX,Mexico,Puebla,,,MX-PUE,,14/04/2020,-52,-16,-34,-39,-52,19
MX,Mexico,Puebla,,,MX-PUE,,15/04/2020,-49,-11,-35,-39,-51,19
MX,Mexico,Puebla,,,MX-PUE,,16/04/2020,-50,-13,-38,-41,-51,20
MX,Mexico,Puebla,,,MX-PUE,,17/04/2020,-53,-16,-41,-44,-48,22
MX,Mexico,Puebla,,,MX-PUE,,18/04/2020,-57,-20,-44,-40,-26,15
MX,Mexico,Puebla,,,MX-PUE,,19/04/2020,-61,-28,-52,-46,-23,13
MX,Mexico,Puebla,,,MX-PUE,,20/04/2020,-54,-26,-42,-45,-49,20
MX,Mexico,Puebla,,,MX-PUE,,21/04/2020,-56,-25,-42,-45,-51,20
MX,Mexico,Puebla,,,MX-PUE,,22/04/2020,-56,-26,-43,-45,-51,21
MX,Mexico,Puebla,,,MX-PUE,,23/04/2020,-57,-26,-46,-47,-51,21
MX,Mexico,Puebla,,,MX-PUE,,24/04/2020,-59,-26,-48,-49,-48,23
MX,Mexico,Puebla,,,MX-PUE,,25/04/2020,-59,-24,-49,-44,-27,16
MX,Mexico,Puebla,,,MX-PUE,,26/04/2020,-62,-28,-55,-47,-24,13
MX,Mexico,Puebla,,,MX-PUE,,27/04/2020,-55,-26,-44,-46,-49,21
MX,Mexico,Puebla,,,MX-PUE,,28/04/2020,-56,-26,-43,-45,-50,15
MX,Mexico,Puebla,,,MX-PUE,,29/04/2020,-53,-20,-42,-44,-50,20
MX,Mexico,Puebla,,,MX-PUE,,30/04/2020,-44,-7,-39,-40,-49,18
MX,Mexico,Puebla,,,MX-PUE,,01/05/2020,-59,-20,-50,-51,-59,25
MX,Mexico,Puebla,,,MX-PUE,,02/05/2020,-55,-16,-46,-42,-28,16
MX,Mexico,Puebla,,,MX-PUE,,03/05/2020,-60,-25,-53,-46,-20,12
MX,Mexico,Puebla,,,MX-PUE,,04/05/2020,-51,-19,-42,-44,-49,19
MX,Mexico,Puebla,,,MX-PUE,,05/05/2020,-55,-21,-43,-43,-53,21
MX,Mexico,Puebla,,,MX-PUE,,06/05/2020,-54,-23,-45,-45,-50,21
MX,Mexico,Puebla,,,MX-PUE,,07/05/2020,-55,-21,-47,-46,-50,22
MX,Mexico,Puebla,,,MX-PUE,,08/05/2020,-55,-18,-46,-46,-46,22
MX,Mexico,Puebla,,,MX-PUE,,09/05/2020,-53,-10,-45,-38,-23,15
MX,Mexico,Puebla,,,MX-PUE,,10/05/2020,-55,-18,-52,-41,-8,9
MX,Mexico,Puebla,,,MX-PUE,,11/05/2020,-56,-26,-46,-45,-48,20
MX,Mexico,Puebla,,,MX-PUE,,12/05/2020,-56,-24,-44,-44,-49,20
MX,Mexico,Puebla,,,MX-PUE,,13/05/2020,-54,-23,-44,-44,-49,21
MX,Mexico,Puebla,,,MX-PUE,,14/05/2020,-53,-18,-44,-44,-49,21
MX,Mexico,Puebla,,,MX-PUE,,15/05/2020,-52,-13,-44,-43,-44,21
MX,Mexico,Puebla,,,MX-PUE,,16/05/2020,-56,-16,-47,-39,-23,16
MX,Mexico,Puebla,,,MX-PUE,,17/05/2020,-61,-26,-55,-45,-18,13
MX,Mexico,Puebla,,,MX-PUE,,18/05/2020,-49,-18,-43,-42,-46,19
MX,Mexico,Puebla,,,MX-PUE,,19/05/2020,-52,-18,-41,-40,-47,19
MX,Mexico,Puebla,,,MX-PUE,,20/05/2020,-52,-18,-41,-39,-47,20
MX,Mexico,Puebla,,,MX-PUE,,21/05/2020,-53,-18,-43,-41,-47,21
MX,Mexico,Puebla,,,MX-PUE,,22/05/2020,-56,-18,-45,-44,-43,21
MX,Mexico,Puebla,,,MX-PUE,,23/05/2020,-59,-19,-46,-38,-21,16
MX,Mexico,Puebla,,,MX-PUE,,24/05/2020,-62,-26,-52,-42,-16,13
MX,Mexico,Puebla,,,MX-PUE,,25/05/2020,-51,-18,-41,-40,-45,19
MX,Mexico,Puebla,,,MX-PUE,,26/05/2020,-53,-20,-41,-41,-46,19
MX,Mexico,Puebla,,,MX-PUE,,27/05/2020,-53,-20,-42,-41,-45,20
MX,Mexico,Puebla,,,MX-PUE,,28/05/2020,-53,-19,-45,-42,-46,21
MX,Mexico,Puebla,,,MX-PUE,,29/05/2020,-52,-11,-43,-41,-41,21
MX,Mexico,Puebla,,,MX-PUE,,30/05/2020,-55,-13,-44,-35,-15,15
MX,Mexico,Puebla,,,MX-PUE,,31/05/2020,-58,-21,-51,-40,-9,12
MX,Mexico,Puebla,,,MX-PUE,,01/06/2020,-47,-12,-40,-38,-41,18
MX,Mexico,Puebla,,,MX-PUE,,02/06/2020,-50,-15,-39,-37,-43,19
MX,Mexico,Puebla,,,MX-PUE,,03/06/2020,-50,-16,-40,-38,-43,19
MX,Mexico,Puebla,,,MX-PUE,,04/06/2020,-51,-15,-41,-39,-43,20
MX,Mexico,Puebla,,,MX-PUE,,05/06/2020,-53,-14,-42,-41,-39,20
MX,Mexico,Puebla,,,MX-PUE,,06/06/2020,-56,-16,-44,-36,-15,15
MX,Mexico,Puebla,,,MX-PUE,,07/06/2020,-59,-23,-50,-41,-9,13
MX,Mexico,Puebla,,,MX-PUE,,08/06/2020,-50,-18,-42,-40,-40,18
MX,Mexico,Puebla,,,MX-PUE,,09/06/2020,-53,-20,-43,-41,-42,19
MX,Mexico,Puebla,,,MX-PUE,,10/06/2020,-50,-16,-40,-39,-41,18
MX,Mexico,Puebla,,,MX-PUE,,11/06/2020,-50,-15,-41,-41,-42,20
MX,Mexico,Puebla,,,MX-PUE,,12/06/2020,-51,-12,-40,-42,-37,20
MX,Mexico,Puebla,,,MX-PUE,,13/06/2020,-53,-13,-40,-36,-11,14
MX,Mexico,Puebla,,,MX-PUE,,14/06/2020,-57,-21,-47,-41,-5,12
MX,Mexico,Puebla,,,MX-PUE,,15/06/2020,-41,-7,-35,-37,-38,17
MX,Mexico,Puebla,,,MX-PUE,,16/06/2020,-43,-8,-33,-36,-39,17
MX,Mexico,Puebla,,,MX-PUE,,17/06/2020,-45,-11,-35,-38,-40,18
MX,Mexico,Puebla,,,MX-PUE,,18/06/2020,-46,-11,-35,-38,-40,18
MX,Mexico,Puebla,,,MX-PUE,,19/06/2020,-48,-9,-36,-38,-36,17
MX,Mexico,Puebla,,,MX-PUE,,20/06/2020,-47,-5,-35,-32,-8,13
MX,Mexico,Puebla,,,MX-PUE,,21/06/2020,-51,-13,-43,-36,6,9
MX,Mexico,Puebla,,,MX-PUE,,22/06/2020,-46,-15,-38,-38,-40,17
MX,Mexico,Puebla,,,MX-PUE,,23/06/2020,-50,-18,-39,-39,-41,18
MX,Mexico,Puebla,,,MX-PUE,,24/06/2020,-48,-16,-40,-40,-41,18
MX,Mexico,Puebla,,,MX-PUE,,25/06/2020,-50,-17,-43,-41,-42,19
MX,Mexico,Puebla,,,MX-PUE,,26/06/2020,-50,-11,-38,-40,-37,19
MX,Mexico,Puebla,,,MX-PUE,,27/06/2020,-49,-8,-36,-33,-10,13
MX,Mexico,Puebla,,,MX-PUE,,28/06/2020,-53,-17,-42,-38,-3,11
MX,Mexico,Puebla,,,MX-PUE,,29/06/2020,-44,-12,-38,-38,-39,16
MX,Mexico,Puebla,,,MX-PUE,,30/06/2020,-42,-7,-37,-36,-39,16
MX,Mexico,Puebla,,,MX-PUE,,01/07/2020,-42,-7,-38,-37,-40,16
MX,Mexico,Puebla,,,MX-PUE,,02/07/2020,-43,-5,-36,-36,-40,17
MX,Mexico,Puebla,,,MX-PUE,,03/07/2020,-47,-8,-40,-39,-37,18
MX,Mexico,Puebla,,,MX-PUE,,04/07/2020,-47,-5,-37,-33,-9,12
MX,Mexico,Puebla,,,MX-PUE,,05/07/2020,-52,-16,-48,-40,-5,11
MX,Mexico,Puebla,,,MX-PUE,,06/07/2020,-45,-14,-42,-40,-40,17
MX,Mexico,Puebla,,,MX-PUE,,07/07/2020,-45,-10,-37,-37,-41,17
MX,Mexico,Puebla,,,MX-PUE,,08/07/2020,-45,-12,-37,-38,-40,17
MX,Mexico,Puebla,,,MX-PUE,,09/07/2020,-48,-15,-41,-40,-41,18
MX,Mexico,Puebla,,,MX-PUE,,10/07/2020,-48,-10,-39,-40,-36,18
MX,Mexico,Puebla,,,MX-PUE,,11/07/2020,-49,-8,-39,-35,-10,13
MX,Mexico,Puebla,,,MX-PUE,,12/07/2020,-52,-16,-46,-39,-4,11
MX,Mexico,Puebla,,,MX-PUE,,13/07/2020,-44,-12,-38,-38,-39,16
MX,Mexico,Puebla,,,MX-PUE,,14/07/2020,-45,-11,-39,-37,-41,17
MX,Mexico,Puebla,,,MX-PUE,,15/07/2020,-39,-2,-35,-35,-39,16
MX,Mexico,Puebla,,,MX-PUE,,16/07/2020,-41,-2,-35,-35,-39,16
MX,Mexico,Puebla,,,MX-PUE,,17/07/2020,-45,-5,-38,-38,-36,18
MX,Mexico,Puebla,,,MX-PUE,,18/07/2020,-45,-3,-37,-31,-9,12
MX,Mexico,Puebla,,,MX-PUE,,19/07/2020,-50,-12,-44,-35,-4,10
MX,Mexico,Puebla,,,MX-PUE,,20/07/2020,-44,-13,-42,-38,-40,17
MX,Mexico,Puebla,,,MX-PUE,,21/07/2020,-44,-9,-37,-37,-41,17
MX,Mexico,Puebla,,,MX-PUE,,22/07/2020,-45,-11,-39,-38,-39,17
MX,Mexico,Puebla,,,MX-PUE,,23/07/2020,-46,-12,-40,-38,-40,17
MX,Mexico,Puebla,,,MX-PUE,,24/07/2020,-49,-11,-41,-40,-36,18
MX,Mexico,Puebla,,,MX-PUE,,25/07/2020,-47,-7,-38,-33,-10,12
MX,Mexico,Puebla,,,MX-PUE,,26/07/2020,-51,-15,-44,-37,-6,11
MX,Mexico,Puebla,,,MX-PUE,,27/07/2020,-44,-13,-41,-38,-40,17
MX,Mexico,Puebla,,,MX-PUE,,28/07/2020,-46,-13,-39,-37,-41,17
MX,Mexico,Puebla,,,MX-PUE,,29/07/2020,-42,-10,-37,-37,-40,16
MX,Mexico,Puebla,,,MX-PUE,,30/07/2020,-41,-8,-39,-36,-40,17
MX,Mexico,Puebla,,,MX-PUE,,31/07/2020,-43,-7,-42,-39,-36,17
MX,Mexico,Puebla,,,MX-PUE,,01/08/2020,-40,0,-36,-30,-9,11
MX,Mexico,Puebla,,,MX-PUE,,02/08/2020,-48,-13,-47,-36,-7,10
MX,Mexico,Puebla,,,MX-PUE,,03/08/2020,-37,-6,-38,-36,-39,15
MX,Mexico,Puebla,,,MX-PUE,,04/08/2020,-41,-10,-38,-36,-40,16
MX,Mexico,Puebla,,,MX-PUE,,05/08/2020,-37,-6,-35,-36,-39,15
MX,Mexico,Puebla,,,MX-PUE,,06/08/2020,-40,-9,-38,-37,-40,16
MX,Mexico,Puebla,,,MX-PUE,,07/08/2020,-42,-9,-40,-39,-36,16
MX,Mexico,Puebla,,,MX-PUE,,08/08/2020,-41,-7,-40,-34,-10,12
MX,Mexico,Puebla,,,MX-PUE,,09/08/2020,-46,-13,-44,-36,-6,10
MX,Mexico,Puebla,,,MX-PUE,,10/08/2020,-35,-11,-37,-37,-38,15
MX,Mexico,Puebla,,,MX-PUE,,11/08/2020,-38,-11,-36,-36,-39,15
MX,Mexico,Puebla,,,MX-PUE,,12/08/2020,-37,-12,-38,-36,-39,15
MX,Mexico,Puebla,,,MX-PUE,,13/08/2020,-36,-8,-38,-35,-38,16
MX,Mexico,Puebla,,,MX-PUE,,14/08/2020,-39,-9,-43,-38,-35,16
MX,Mexico,Puebla,,,MX-PUE,,15/08/2020,-33,4,-33,-25,-6,9
MX,Mexico,Puebla,,,MX-PUE,,16/08/2020,-42,-7,-40,-30,-5,9
MX,Mexico,Puebla,,,MX-PUE,,17/08/2020,-32,-7,-38,-34,-38,14
MX,Mexico,Puebla,,,MX-PUE,,18/08/2020,-33,-6,-32,-32,-37,14
MX,Mexico,Puebla,,,MX-PUE,,19/08/2020,-33,-9,-34,-34,-38,15
MX,Mexico,Puebla,,,MX-PUE,,20/08/2020,-32,-8,-34,-35,-38,15
MX,Mexico,Puebla,,,MX-PUE,,21/08/2020,-34,-6,-33,-35,-33,15
MX,Mexico,Puebla,,,MX-PUE,,22/08/2020,-32,0,-28,-28,-6,9
MX,Mexico,Puebla,,,MX-PUE,,23/08/2020,-41,-9,-37,-31,-3,8
MX,Mexico,Puebla,,,MX-PUE,,24/08/2020,-31,-9,-34,-36,-37,15
MX,Mexico,Puebla,,,MX-PUE,,25/08/2020,-32,-9,-31,-35,-38,15
MX,Mexico,Puebla,,,MX-PUE,,26/08/2020,-30,-7,-29,-35,-37,15
MX,Mexico,Puebla,,,MX-PUE,,27/08/2020,-30,-7,-31,-36,-37,16
MX,Mexico,Puebla,,,MX-PUE,,28/08/2020,-29,-2,-29,-35,-32,15
MX,Mexico,Puebla,,,MX-PUE,,29/08/2020,-25,6,-20,-26,-6,8
MX,Mexico,Puebla,,,MX-PUE,,30/08/2020,-33,0,-26,-29,-2,7
MX,Mexico,Puebla,,,MX-PUE,,31/08/2020,-22,-1,-23,-33,-36,13
MX,Mexico,Puebla,,,MX-PUE,,01/09/2020,-22,1,-17,-30,-37,14
MX,Mexico,Puebla,,,MX-PUE,,02/09/2020,-22,-2,-19,-33,-37,14
MX,Mexico,Puebla,,,MX-PUE,,03/09/2020,-24,-3,-23,-34,-38,15
MX,Mexico,Puebla,,,MX-PUE,,04/09/2020,-27,-1,-26,-35,-33,15
MX,Mexico,Puebla,,,MX-PUE,,05/09/2020,-23,5,-16,-29,-7,9
MX,Mexico,Puebla,,,MX-PUE,,06/09/2020,-32,-1,-26,-31,-5,9
MX,Mexico,Puebla,,,MX-PUE,,07/09/2020,-25,-6,-25,-35,-37,14
MX,Mexico,Puebla,,,MX-PUE,,08/09/2020,-22,-2,-15,-33,-38,14
MX,Mexico,Puebla,,,MX-PUE,,09/09/2020,-20,-3,-13,-34,-37,14
MX,Mexico,Puebla,,,MX-PUE,,10/09/2020,-21,-1,-16,-34,-38,15
MX,Mexico,Puebla,,,MX-PUE,,11/09/2020,-22,2,-15,-33,-33,14
MX,Mexico,Querétaro,,,MX-QUE,,15/02/2020,5,6,6,10,4,-2
MX,Mexico,Querétaro,,,MX-QUE,,16/02/2020,7,7,5,11,2,-2
MX,Mexico,Querétaro,,,MX-QUE,,17/02/2020,1,4,5,11,9,-2
MX,Mexico,Querétaro,,,MX-QUE,,18/02/2020,-1,2,6,10,7,-2
MX,Mexico,Querétaro,,,MX-QUE,,19/02/2020,0,2,3,9,7,-2
MX,Mexico,Querétaro,,,MX-QUE,,20/02/2020,0,-1,3,9,6,-2
MX,Mexico,Querétaro,,,MX-QUE,,21/02/2020,-2,1,-4,9,8,-1
MX,Mexico,Querétaro,,,MX-QUE,,22/02/2020,-1,1,5,8,5,-1
MX,Mexico,Querétaro,,,MX-QUE,,23/02/2020,3,2,5,9,3,-1
MX,Mexico,Querétaro,,,MX-QUE,,24/02/2020,-3,1,4,7,6,-1
MX,Mexico,Querétaro,,,MX-QUE,,25/02/2020,-3,0,7,9,8,-1
MX,Mexico,Querétaro,,,MX-QUE,,26/02/2020,-3,0,9,10,7,-2
MX,Mexico,Querétaro,,,MX-QUE,,27/02/2020,0,1,0,12,7,-1
MX,Mexico,Querétaro,,,MX-QUE,,28/02/2020,3,10,1,11,9,-2
MX,Mexico,Querétaro,,,MX-QUE,,29/02/2020,5,11,5,14,7,-2
MX,Mexico,Querétaro,,,MX-QUE,,01/03/2020,7,11,5,14,5,-2
MX,Mexico,Querétaro,,,MX-QUE,,02/03/2020,0,7,4,12,10,-2
MX,Mexico,Querétaro,,,MX-QUE,,03/03/2020,0,6,4,13,8,-1
MX,Mexico,Querétaro,,,MX-QUE,,04/03/2020,0,5,3,12,8,-2
MX,Mexico,Querétaro,,,MX-QUE,,05/03/2020,2,2,2,14,8,-1
MX,Mexico,Querétaro,,,MX-QUE,,06/03/2020,-1,2,-7,11,9,-1
MX,Mexico,Querétaro,,,MX-QUE,,07/03/2020,0,4,2,12,7,-1
MX,Mexico,Querétaro,,,MX-QUE,,08/03/2020,5,5,10,9,5,-1
MX,Mexico,Querétaro,,,MX-QUE,,09/03/2020,-13,-8,-8,-4,-18,8
MX,Mexico,Querétaro,,,MX-QUE,,10/03/2020,-2,3,4,15,8,-2
MX,Mexico,Querétaro,,,MX-QUE,,11/03/2020,-1,2,4,13,8,-2
MX,Mexico,Querétaro,,,MX-QUE,,12/03/2020,1,4,3,14,7,-2
MX,Mexico,Querétaro,,,MX-QUE,,13/03/2020,-2,6,-9,12,3,0
MX,Mexico,Querétaro,,,MX-QUE,,14/03/2020,0,9,-4,19,4,-2
MX,Mexico,Querétaro,,,MX-QUE,,15/03/2020,2,9,5,3,3,-2
MX,Mexico,Querétaro,,,MX-QUE,,16/03/2020,-13,3,-8,-15,-63,16
MX,Mexico,Querétaro,,,MX-QUE,,17/03/2020,-7,11,-3,11,-5,2
MX,Mexico,Querétaro,,,MX-QUE,,18/03/2020,-15,1,-17,-5,-18,8
MX,Mexico,Querétaro,,,MX-QUE,,19/03/2020,-20,-3,-20,-10,-20,10
MX,Mexico,Querétaro,,,MX-QUE,,20/03/2020,-26,-2,-27,-16,-20,13
MX,Mexico,Querétaro,,,MX-QUE,,21/03/2020,-33,-4,-35,-15,-7,10
MX,Mexico,Querétaro,,,MX-QUE,,22/03/2020,-41,-15,-43,-22,-13,9
MX,Mexico,Querétaro,,,MX-QUE,,23/03/2020,-32,-15,-29,-20,-28,14
MX,Mexico,Querétaro,,,MX-QUE,,24/03/2020,-35,-15,-29,-23,-33,16
MX,Mexico,Querétaro,,,MX-QUE,,25/03/2020,-36,-17,-33,-24,-34,16
MX,Mexico,Querétaro,,,MX-QUE,,26/03/2020,-37,-18,-33,-25,-35,18
MX,Mexico,Querétaro,,,MX-QUE,,27/03/2020,-38,-13,-36,-30,-34,19
MX,Mexico,Querétaro,,,MX-QUE,,28/03/2020,-39,-11,-41,-25,-17,13
MX,Mexico,Querétaro,,,MX-QUE,,29/03/2020,-45,-20,-48,-34,-20,11
MX,Mexico,Querétaro,,,MX-QUE,,30/03/2020,-35,-17,-32,-29,-36,17
MX,Mexico,Querétaro,,,MX-QUE,,31/03/2020,-36,-14,-32,-31,-39,18
MX,Mexico,Querétaro,,,MX-QUE,,01/04/2020,-38,-15,-37,-32,-43,19
MX,Mexico,Querétaro,,,MX-QUE,,02/04/2020,-46,-12,-38,-31,-45,21
MX,Mexico,Querétaro,,,MX-QUE,,03/04/2020,-56,-6,-41,-32,-43,23
MX,Mexico,Querétaro,,,MX-QUE,,04/04/2020,-57,-7,-49,-28,-27,16
MX,Mexico,Querétaro,,,MX-QUE,,05/04/2020,-63,-18,-57,-36,-28,13
MX,Mexico,Querétaro,,,MX-QUE,,06/04/2020,-55,-14,-41,-38,-50,22
MX,Mexico,Querétaro,,,MX-QUE,,07/04/2020,-53,-14,-40,-34,-52,22
MX,Mexico,Querétaro,,,MX-QUE,,08/04/2020,-51,-11,-42,-32,-53,22
MX,Mexico,Querétaro,,,MX-QUE,,09/04/2020,-58,-13,-46,-37,-66,26
MX,Mexico,Querétaro,,,MX-QUE,,10/04/2020,-72,-27,-61,-56,-76,34
MX,Mexico,Querétaro,,,MX-QUE,,11/04/2020,-67,-25,-59,-47,-51,21
MX,Mexico,Querétaro,,,MX-QUE,,12/04/2020,-67,-29,-61,-41,-33,13
MX,Mexico,Querétaro,,,MX-QUE,,13/04/2020,-54,-18,-43,-37,-49,22
MX,Mexico,Querétaro,,,MX-QUE,,14/04/2020,-54,-16,-42,-36,-51,23
MX,Mexico,Querétaro,,,MX-QUE,,15/04/2020,-51,-10,-42,-34,-51,22
MX,Mexico,Querétaro,,,MX-QUE,,16/04/2020,-53,-14,-44,-35,-51,24
MX,Mexico,Querétaro,,,MX-QUE,,17/04/2020,-55,-12,-46,-37,-49,26
MX,Mexico,Querétaro,,,MX-QUE,,18/04/2020,-58,-19,-55,-39,-29,17
MX,Mexico,Querétaro,,,MX-QUE,,19/04/2020,-62,-26,-60,-44,-26,13
MX,Mexico,Querétaro,,,MX-QUE,,20/04/2020,-55,-24,-43,-43,-48,22
MX,Mexico,Querétaro,,,MX-QUE,,21/04/2020,-57,-25,-47,-45,-50,24
MX,Mexico,Querétaro,,,MX-QUE,,22/04/2020,-57,-25,-49,-43,-50,24
MX,Mexico,Querétaro,,,MX-QUE,,23/04/2020,-58,-26,-49,-43,-51,25
MX,Mexico,Querétaro,,,MX-QUE,,24/04/2020,-59,-22,-51,-45,-48,27
MX,Mexico,Querétaro,,,MX-QUE,,25/04/2020,-60,-22,-58,-41,-31,18
MX,Mexico,Querétaro,,,MX-QUE,,26/04/2020,-64,-30,-63,-46,-28,14
MX,Mexico,Querétaro,,,MX-QUE,,27/04/2020,-57,-27,-48,-45,-48,24
MX,Mexico,Querétaro,,,MX-QUE,,28/04/2020,-57,-26,-46,-43,-50,18
MX,Mexico,Querétaro,,,MX-QUE,,29/04/2020,-55,-20,-47,-42,-49,23
MX,Mexico,Querétaro,,,MX-QUE,,30/04/2020,-49,-12,-45,-41,-49,22
MX,Mexico,Querétaro,,,MX-QUE,,01/05/2020,-61,-16,-53,-51,-67,31
MX,Mexico,Querétaro,,,MX-QUE,,02/05/2020,-60,-19,-56,-43,-35,18
MX,Mexico,Querétaro,,,MX-QUE,,03/05/2020,-66,-30,-63,-46,-26,13
MX,Mexico,Querétaro,,,MX-QUE,,04/05/2020,-56,-23,-46,-44,-48,23
MX,Mexico,Querétaro,,,MX-QUE,,05/05/2020,-58,-26,-50,-46,-51,25
MX,Mexico,Querétaro,,,MX-QUE,,06/05/2020,-57,-24,-48,-43,-50,24
MX,Mexico,Querétaro,,,MX-QUE,,07/05/2020,-59,-26,-52,-45,-50,26
MX,Mexico,Querétaro,,,MX-QUE,,08/05/2020,-59,-19,-52,-45,-47,27
MX,Mexico,Querétaro,,,MX-QUE,,09/05/2020,-59,-18,-56,-40,-28,18
MX,Mexico,Querétaro,,,MX-QUE,,10/05/2020,-63,-27,-62,-45,-15,11
MX,Mexico,Querétaro,,,MX-QUE,,11/05/2020,-59,-27,-51,-43,-48,24
MX,Mexico,Querétaro,,,MX-QUE,,12/05/2020,-58,-25,-48,-41,-49,24
MX,Mexico,Querétaro,,,MX-QUE,,13/05/2020,-58,-25,-48,-43,-49,24
MX,Mexico,Querétaro,,,MX-QUE,,14/05/2020,-57,-23,-48,-41,-49,25
MX,Mexico,Querétaro,,,MX-QUE,,15/05/2020,-56,-14,-48,-43,-46,26
MX,Mexico,Querétaro,,,MX-QUE,,16/05/2020,-58,-16,-54,-37,-26,17
MX,Mexico,Querétaro,,,MX-QUE,,17/05/2020,-64,-26,-60,-44,-20,13
MX,Mexico,Querétaro,,,MX-QUE,,18/05/2020,-55,-21,-45,-41,-44,22
MX,Mexico,Querétaro,,,MX-QUE,,19/05/2020,-56,-20,-44,-35,-46,23
MX,Mexico,Querétaro,,,MX-QUE,,20/05/2020,-56,-18,-44,-35,-46,23
MX,Mexico,Querétaro,,,MX-QUE,,21/05/2020,-57,-19,-46,-34,-46,24
MX,Mexico,Querétaro,,,MX-QUE,,22/05/2020,-58,-15,-48,-39,-42,25
MX,Mexico,Querétaro,,,MX-QUE,,23/05/2020,-59,-16,-53,-33,-22,16
MX,Mexico,Querétaro,,,MX-QUE,,24/05/2020,-64,-24,-58,-39,-17,13
MX,Mexico,Querétaro,,,MX-QUE,,25/05/2020,-56,-19,-44,-35,-43,22
